SITE DATA,,,,Identification,,,,,,,,,,,MEASUREMENTS,,,,,,,MISC SAMPLES,,,,,,,SWABS,,,,BLOOD,,,,,,,TEETH,,Notes,,ANESTHESIA,,,,,,Necropsy,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RNAlater (#),,,,PLAIN (#),,,,Aluminum (#),,,,,Teeth,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL287,1625,N,,M,A,N,N,,,350,21.4,126.07,57.03,25.17,19.3,21.05,Y,1,1,,2,1,,1,1,1,1,400,200,100,1,2,Y,,N,moderate,100.6 (7:58); 100.6 (8:04),,N,,,,,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL288,761,Y,,M,A,N,N,,,350,18.8,129.55,63.29,29.22,26.35,19.93,Y,1,3,,,,,0,1,1,1,500,200,200,1,2,Y,,N,moderate,96.7 (8:29) ,,N,,,,,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL289,1627,N,,F,A,?,N,,,290,20,124.08,57.78,25.04,8.62,5.75,Y,1,2,,,11,,1,1,1,1,500,300,250,1,2,Y,,N,mild,98.0 (9:15),maybe young of the year,N,,,,,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL290,1650,N,,M,A,N,,,,345,23,126.95,61.05,32.5,15.37,19.12,Y,1,1,,1,2,,1,1,1,1,300,200,150,1,2,Y,,Y,m,98.8 (10:57),,Y,Y,0.025,0.4,21,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL291,1636,N,,F,NL,N,N,,,320,24.7,128,61.85,31.15,8.83,6.85,Y,1,,,,2,,0,1,1,1,300,250,250,1,2,Y,,Y,moderate,97.7 (11:25); 99.1 (11:37); 99.3 (11:41); 95 (11:46); 97.4 (11:54); 97.5 (12:02),,N,,,,,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL292,1652,N,,F,NL,N,N,,,270,19.3,124.28,51.4,24.3,9.5,7.9,Y,1,,,,,,0,1,1,1,500,200,200,1,2,Y,,Y,mild,99.6 (12:09); 98.7 (12:11); 97.7 (12:18); 97.2 (12:26); 97.4 (12:36); 97.2 (12:44); 96.7 (12:50),did not search for ectos because rush for time,Y,Y,0.025,0.4,45,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL293,1024,Y,,M,A,N,N,,,371,24.5,127.83,61.67,25.21,17.77,14.9,Y,1,,,,,,1,1,1,1,200,0,200,1,2,Y,,N,moderate,97.3 (7:37),,N,,,,,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL294,844,N,,M,A,N,N,,,331,26.4,131.14,62.95,25.52,16.75,15.77,Y,1,,,,,,1,1,1,1,400,250,200,1,2,Y,,N,moderate,101.8 (9:13),,N,,,,,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL295,1626,N,,M,A,N,N,,,340,26,130.36,63.92,24.15,18.82,15.16,Y,1,2,,5,3,,1,1,1,1,300,250,200,1,2,Y,,Y,mild,98.8 (9:33); 10:04 (100.5); 101.8 (10:09); 99.3 (10:16); 98. (10:23); 97.7 (10:29); 97.5 (10:34); 97.3 (10:41); 97.2 (10:54),,Y,Y,0.025,0.4,35,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL296,1644,N,,F,A,N,N,,,350,19,128.59,60.1,30.97,0.432638889,8.7,Y,1,2,,,10,,1,1,1,1,200,100,200,1,2,Y,,Y,mild,98.2 (11:00); 99 (11:02); 97.3 (11:12); 96.1 (11:20); 96.3 (11:32); ,,Y,,0.025,0.4,20,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL297,1612,,,M,A,N,N,,,340,22.4,136.07,62.84,29.89,19.6,20.11,Y,1,1,,2,,,0,1,1,1,350,300,200,,,,,Y,,100.0 (12:41); 102 (12:57); 102 (13:02); 97.4 (13:13); 92.2 (13:19),,Y,Y,0.025,0.4,20,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL298,1645,N,,M,A,N,N,,,330,23.8,123.53,60.06,20.5,16.12,14.2,Y,1,1,,3,3,,1,1,1,1,300,150,200,,,,,Y,,100.2 (13:07); 100.4 (13:27); 98.8 (13:34),,Y,Y,0.025,0.4,6,,N,,,,,,,,,,,,,,,,
AngavoKely,"CB, AA, FR, AG,KR",2/6/19,1,Eidolon dupreanum,KEL299,1607,Y,,M,A,N,N,,,265,21.2,119.89,61.03,26.6,14.93,15.87,Y,1,,,,,,1,1,1,1,200,,200,,,,,N,mild,96.9 (13:36),maybe young of last year; had a worn band that may be a bit diffiult to read,N,,,,,,N,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ372,1614,N,,F,J,Y,N,,,30,9.63,58.2,25.4,12.6,small,small,Y,1,8,,,15,,0,1,1,1,100,0,80,1,2,Y,,N,new,,"very small, probably born dec/jan",,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ373,1691,N,,F,J,Y,N,,,20,7.84,56.1,22.9,11.6,small,small,Y,1,12,,,4,,0,1,1,1,150,0,80,1,2,Y,,N,new,,,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ374,1648,N,,M,J,Y,N,,,25,9.06,59.7,24.7,14.9,small,small,Y,1,10,,,15,,0,1,1,1,140,0,100,1,2,Y,,N,new,,very small,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ375,1610,N,,M,J,N,N,,,60,11.6,73.9,33.1,8.6,10.2,7.2,Y,1,4,,,8,,0,1,1,1,100,100,80,1,2,Y,,N,Mild,,young of last year,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ376,1684,N,,M,J,N,N,,,65,11.28,69.4,32.9,12.2,10.3,9.4,Y,1,18,,,5,,0,1,1,1,80,20,100,1,2,Y,,N,mild,,young of last year,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ377,1642,N,,M,J,N,N,,,75,11.89,71.2,33.9,13.5,12.2,7.7,Y,1,33,,,10,,0,1,1,1,400,100,80,1,1.5,Y,,N,mild,,"young of last year, blood clotted before thin smear",,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ378,1604,N,,F,J,N,N,,,50,10.42,69,31.3,16,8.6,5.6,Y,1,8,,,11,,0,1,1,1,400,100,80,1,2,Y,,N,mild,,young of last year,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ379,1666,N,,F,J,N,N,,,30,9.5,58.3,24.5,12.6,small,small,Y,1,6,,,7,,0,1,1,1,10,100,100,1,2,Y,,N,new,,young of last year,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ380,,N,,F,NL,N,N,,,60,11.48,71.7,35.4,17.3,8.1,4.7,Y,1,6,,,3,,0,1,1,1,0,0,0,0,0,N,,Y,mild,,dead in bag due to rain,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4,"LL, LR, UL, UR",
Maromizaha,"KR, AG, AA, FR",2/23/19,1,Rousettus madagascariensis,MIZ381,,N,,F,NL,N,N,,,60,10.6,70.8,31.5,15.6,9.3,4.2,Y,1,8,,,3,,0,1,1,1,0,0,0,0,0,N,,Y,,,dead in bag due to rain,,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4,"LL, LR, UL, UR",
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ382,,N,,F,J,Y,N,,,30,9.66,61.1,25.7,13.9,small,small,Y,1,5,,,,,0,1,1,1,350,100,80,1,2,Y,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ383,,N,,F,J,Y,N,,,30,8.54,60.5,23.5,12.5,small,small,Y,1,6,,,7,,0,1,1,1,200,100,80,1,2,Y,,N,New,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ384,,N,,F,NL,N,N,,,50,10.2,68.9,32.6,12.2,5.6,6.7,Y,1,3,1,6,18,,0,1,1,1,100,0,100,1,2,Y,,N,mild,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ385,,N,,F,NL,N,N,,,68,10.26,71.9,32.8,12.8,8.8,4.6,Y,1,29,,8,24,,0,1,1,1,500,100,100,1,2,Y,,N,heavy,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ386,,N,,F,J,Y,N,,,35,9.15,59.6,22.8,9.4,small,small,Y,1,14,,,7,,0,1,1,1,100,0,80,1,2,Y,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ387,1736,Y,,F,NL,N,N,,,55,10.4,72.2,34.8,14.1,5.6,7.8,Y,1,19,1,21,20,,0,1,1,1,100,0,80,1,2,Y,,N,heavy,,infected wing band removed. Gave 2cc LA200. Found dead the following morning. Necropsied,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ389,,N,,F,J,Y,N,,,30,9,60.5,27,11,small,small,Y,1,10,,,5,,0,1,1,1,150,100,100,1,2,Y,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ390,,N,,F,J,Y,N,,,25,9.5,61,28,14,small,small,Y,1,4,,,1,,0,1,1,1,150,0,150,1,2,Y,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ391,,N,,F,J,Y,N,,,20,8.7,58,24,11,small,small,Y,1,11,,,3,,0,1,1,1,250,150,100,1,2,Y,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ392,,N,,F,J,Y,N,,,40,11.5,68.6,30.7,16,3.5,2.2,Y,1,8,,,3,,1,1,1,1,180,0,100,1,2,Y,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ393,,N,,M,A,N,N,,,95,11.3,73,35,14,11.5,10,Y,1,15,,,7,,0,1,1,1,150,0,80,1,2,Y,,N,mild,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ394,,N,,F,J,Y,N,,,25,9.7,76.6,23.7,12.3,small,small,Y,1,13,,,2,,0,1,1,1,100,0,80,1,2,Y,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ395,,N,,M,J,Y,N,,,30,8.5,59,25.4,13,small,small,Y,1,7,1,,5,,0,1,1,1,150,100,100,1,2,Y,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ396,,N,,M,A,N,N,,,70,11.7,74,36,13,11,8,Y,,8,,,21,,1,1,1,1,180,200,150,1,2,Y,,N,mild,,"Sharpie-id, probably young of last year",,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ397,,N,,M,A,N,,,,75,10.67,74.9,35.4,14,9.3,12.5,Y,1,16,,,2,,0,1,1,1,150,0,80,1,2,Y,,N,mild,,"Sharpie-id, probably young of last year",,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ398,,N,,M,A,N,N,,,75,11.5,77.1,36.2,12.6,9.4,8.8,Y,1,20,,1,3,,0,1,1,1,500,400,80,1,2,Y,,N,mild,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ399,,N,,F,J,Y,,,,30,8.38,55.7,24.4,11,small,small,Y,1,9,,,2,,0,1,1,1,100*,100,80,1,2,Y,,N,new,,"Sharpie-id, unsure of plain eppendorf amount",,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ400,,N,,F,NL ,N,Y,mom,MIZ402,50,10.4,69,32,14,5,4.5,Y,1,19,2,,8,,1,1,1,1,150,100,100,1,2,Y,,N,mild,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ401,,N,,M,J,Y,N,,,30,8.8,56,24.5,10,small,small,Y,1,11,,,14,1,1,1,1,1,300,150,100,1,2,Y,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
Maromizaha,"KR, AG, AA, FR",2/24/19,2,Rousettus madagascariensis,MIZ402,,N,,M,J,Y,Y,baby,MIZ400,25,5.85,38.2,17.6,10.8,small,small,Y,1,4,,,5,,0,0,1,0,0,0,0,0,0,N,,N,new,,Sharpie-id,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/14/19,1,Eidolon dupreanum,KEL266B,1012,N,,M,A,N,N,,,330,21.5,129.1,63,26.5,19.9,17.7,Y,1,1,,,1,,1,1,1,1,200,200,100,1,2,Y,,Y,mild,"96.1 (17:35), 96.5 (17:14), 95.3 (17:54)",,Y,Y,0.02,0.4,23,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/14/19,1,Eidolon dupreanum,KEL267B,722 BLUE,Y,KEL78,F,NL,N,N,,,320,20,131.3,59.5,23.3,8.1,8.4,Y,1,,,,2,,0,1,1,1,150,150,100,1,2,Y,,N,mod,"100.7 (16:05), 99 (16:11), 97.7 (16:17)",,Y,Y,0.02,0.4,16,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/14/19,1,Eidolon dupreanum,KEL268B,981 BLUE,Y,KEL230,M,A,N,N,,,300,21,127.5,61.8,28.4,16.5,20.1,Y,1,1,,,1,,0,1,1,1,200,200,150,1,2,Y,,Y,mild,94.6 (7:49),,Y,Y,0.02,0.4,38,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/14/19,1,Eidolon dupreanum,KEL269B,323,N,,F,NL,N,N,,,325,20.6,131.9,62.4,28.6,6.9,6.4,Y,1,1,,,2,,0,1,1,1,200,100,80,1,2,Y,,N,mod,97.9 (8:01),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/14/19,1,Eidolon dupreanum,KEL270B,,N,,F,NL,N,N,,,260,21.1,123.3,58.4,31.8,small,small,1,1,0,,,,,0,1,1,1,500,0,80,1,2,,,,mild,,died  ,,,,,,,Y,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
AngavoKely,"KR, AG, AA, FR, CR",3/14/19,1,Eidolon dupreanum,KEL271B,392,N,,F,NL,N,N,,,290,21.4,124.6,59.3,29.9,6.7,6.5,1,1,1,,,3,,0,1,1,1,200,0,200,,,,,N,mod,102.8 (8:44),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/14/19,1,Eidolon dupreanum,KEL272B,393,N,,F,NL,N,N,,,310,19.5,150.1,62,27.1,8.7,9,1,1,,,,4,,1,1,1,1,200,200,200,1,2,Y,,,,98.2 (8:34),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/14/19,1,Eidolon dupreanum,KEL273B,395,N,,M,A,N,N,,,350-,21,128.8,62.3,26.1,18.5,14,Y,1,,,,2 + 3 EGGS,,0,1,1,1,,,,1,2,Y,,Y,mild,"95.9 (9:21), 95.1 (9:30), 95.9 (9:38)",,Y,,0.02,0.4,17,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/14/19,1,Eidolon dupreanum,KEL274B,394,N,,F,NL,N,N,,,330,22.3,127.8,63.5,26.5,8.1,8.4,Y,1,,,,3,,0,1,1,1,,,,,,,,N,mod,98.3 (9:29),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, HR",3/14/19,1,Eidolon dupreanum,KEL275B,388,N,,F,NL,N,N,,,210,20.8,132.1,65,30.4,7.9,4.6,Y,1,1,,,,,1,1,1,1,150,150,200,1,2,Y,,Y,mild,"103.3 (3:19), 100.6 (3:23), 101.4 (3:29) , 98.5(3:37),98 (3:42), 97.3(16:52)",,Y,Y,0.02,0.4,16,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, HR",3/14/19,1,Eidolon dupreanum,KEL276B,387,N,,F,NL,N,N,,,300,21.7,127,61.6,28.4,7.8,7.3,Y,1,1,,1,13,,0,1,1,1,200,100,100,1,2,Y,,N,mild,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, HR",3/14/19,1,Eidolon dupreanum,KEL277B,390,N,,M,A,N,N,,,305,20.9,123.5,60,25.3,15.5,14.3,Y,1,,,13,2,,0,1,1,1,200,200,100,1,2,Y,,Y,mild,"99.6 (4:53), 99.3 (4:57), 99.1 (5:01)",,Y,Y,0.02,0.4,14,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, HR",3/14/19,1,Eidolon dupreanum,KEL278B,399,N,,F,NL,N,N,,,320,19,178,63,27,9.1,8.1,Y,1,,,,8,,1,1,1,1,500,200,200,1,2,Y,,Y,mild,"97.5 (4:47), 98 (6:12), 98.5 (6:15), 97.6 (6:24), 97 (6:30)",,Y,Y,0.02,0.4,22,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, HR",3/14/19,1,Eidolon dupreanum,KEL279B,391,N,,F,NL,N,N,,,305,19,127.3,61.4,29.4,6.1,8.2,Y,1,,,,2,,0,1,1,1,300,300,150,1,2,Y,,Y,mild,"96.1 (5:35), 96.8 (na), 96.5(5:14), 95.3 (5:54)",,Y,Y,0.02,0.4,23,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, HR",3/14/19,1,Eidolon dupreanum,KEL280B,1014,N,,F,NL,N,N,,,275,21.4,126.4,60.6,27.7,small,small,Y,1,2,,,1,,1,1,1,1,100,0,200,1,2,Y,,N,MILD,99.3 (18:36),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, HR",3/14/19,1,Eidolon dupreanum,KEL281B,1012,N,,F,NL,N,N,,,290,21.5,126.8,62.1,27.7,5.5,4.2,Y,1,1,,,1,,1,1,1,1,100,100,200,1,2,Y,,N,MILD,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, HR",3/14/19,1,Eidolon dupreanum,KEL282B,1011,N,,F,NL,N,N,,,295,20.2,118.1,58,24.8,10.6,8.1,Y,1,,,,2,,0,1,1,1,250,250,150,1,2,Y,,N,mod,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, HR",3/14/19,1,Eidolon dupreanum,KEL283B,1010,N,,F,NL,N,N,,,295,22.3,131.2,60.2,34.3,small,small,Y,1,,,,1,,0,1,1,1,500,500,150,1,2,Y,,N,MILD,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL284B,398,N,,F,NL,N,N,,,260,19.5,130.3,64.9,30.5,7,1,Y,1,,,,4,,0,1,1,1,20,50,,1,2,Y,,N,mod,96.1 (11:28),,,,,,,,YES,1,1,1,1,1,1,1,1,1,1,1,1,1,4,"UL,UR,LL,LR",
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL285B,1008,N,,F,NL,N,N,,,95,22.2,129.4,62,30.8,small,small,Y,1,,,1,6+40 (SEE NOTES),,1,1,1,1,150,150,80,1,2,Y,,N,mild,99.2 (14:10),"bit Kim, the 40 mites looked like they could be ticks (uncertain species)",,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL286B,1007,N,,F,NL,N,N,,,115,22.3,133.7,62,30.8,8.7,6.9,Y,1,,,,,,0,1,1,1,150,200,100,1,2,Y,,N,mod,100.5 (14:48),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL287B,1617,Y,KEL268,M,A,N,N,,,330,23.6,128.2,61.2,30,16.9,12.9,Y,1,,,,1,,0,1,1,1,100,200,80,1,2,Y,,N,mod,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL288B,1030 GOLD,Y,KEL206,F,NL,N,N,,,295,21,128.3,53.8,29.5,7.6,4.1,Y,1,,,,1,,0,1,1,1,300,300,300,1,2,Y,,N,mod,101.2 (15:53),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL289B,1009,N,,F,NL,N,N,,,340,22.8,125.1,60.2,31.2,7.2,6.7,Y,1,1,,1,16,,0,1,1,1,400,300,300,1,2,Y,,N,mod,102.6 (16:32),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL290B,1201,N,,F,NL,N,N,,,290,22.9,130.2,60,33.6,7.7,5.6,Y,1,1,,,3,,0,1,1,1,200,120,200,1,2,Y,,N,,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL291B,1202,N,,F,NL,N,N,,,280,21.6,125.3,62.3,28.2,8.6,4.8,Y,1,,,1,3,,0,1,1,1,200,150,100,1,2,Y,,N,mod,,,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL292B,397,N,,F,NL,N,N,,,295,19.3,133.1,60.3,23.6,7.4,5.2,Y,1,1,,,1,,0,1,1,1,300,150,300,1,2,Y,,N,mild,101.1 (11:24),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL293B,232 BLUE,Y,KEL9,F,NL,N,N,,,300,25,127.5,80.5,25.4,8.7,7,Y,1,,,,,,0,1,1,1,200,200,200,1,2,Y,,N,mod,96.8 (13:27),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL294B,396,N,,F,NL,N,N,,,300,20.4,132.1,62.3,29.6,small,small,Y,1,2,,1,6,,1,1,1,1,200,200,200,1,2,Y,,N,,102.5 (14:11),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL295B,1006,N,,F,NL,N,N,,,330,19.5,103.2,60.7,24.6,7.8,9,Y,1,,,1,2,,0,1,1,1,200,200,200,1,2,Y,,N,mod,97.7 (15:08),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL296B,245 BLUE,Y,KEL24,F,NL,N,N,,,290,20,127.6,61.7,26.1,5.5,7.4,1,1,2,,,1,,,1,1,1,200,200,200,1,2,Y,,N,mild,98 (15:51),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL297B,1005,N,,F,NL,N,N,,,300,21,128.5,63.7,24.1,7,8.3,Y,1,,,,6,,0,1,1,1,300,250,200,1,2,Y,,N,mild,98 (16:18),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL298B,1004,N,,F,NL,N,N,,,330,20,132,63.2,26.7,7.9,8,Y,1,,,,2,,0,1,1,1,200,200,200,1,2,Y,,N,mild,100.4 (17:16),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL299B,1003,N,,F,NL,N,N,,,260,18.5,124.3,58.7,29.8,4.2,8.1,Y,1,,,,5+2,,1,1,1,1,200,200,200,1,2,Y,,N,mild,,2 mites are unknown mite or tick species,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL300B,400,N,,F,NL,N,N,,,267,21.4,128.8,61.2,26.5,8.2,7.1,Y,1,,,,1,,1,1,1,1,200,300,200,1,2,Y,,N,mod,97.1 (18:44),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL301B,1203,N,,F,NL,N,N,,,325,21.8,126.7,60.6,25.1,8.1,8.5,Y,1,,,,2,,0,1,1,1,300,300,100,1,2,Y,,N,,97.4 (19:21),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL302B,1012,N,,F,NL,N,N,,,270,19,131.8,61.8,28.2,small,small,Y,1,,,,1,,0,1,1,1,200,200,200,1,2,Y,,N,mild,100.4 (19:01),,,,,,,,,,,,,,,,,,,,,,,,
AngavoKely,"KR, AG, AA, FR, CR",3/15/19,1,Eidolon dupreanum,KEL303B,1101,N,,F,NL,N,N,,,310,20,132.5,61.9,29.2,5.6,9,Y,1,,,,1,,0,1,1,1,200,200,200,1,2,Y,,N,mild,97.4 (19:18),,,,,,,,,,,,,,,,,,,,,,,,
